"Player","Team","Number","Position","Height","Weight","Last Attended","Country","id"
"Amar'eStoudemire","NYK","5","F-C","6-10","245 lbs","Cypress Creek HS (FL)","USA","2405"
"PaulStovall","PHX","23","F","6-4","215 lbs","Arizona State","USA","78267"
"DJStrawberry","PHX","8","G","6-5","201 lbs","Maryland","USA","201199"
"JoeStrawder","DET","16","C","6-10","235 lbs","Bradley","USA","78268"
"BillStricker","POR","34","F","6-8","210 lbs","Pacific","USA","78269"
"ErickStrickland","DAL","20","G","6-3","218 lbs","Nebraska","USA","1065"
"MarkStrickland","MIA","30","F","6-10","220 lbs","Temple","USA","1110"
"RodStrickland","POR","1","G","6-3","185 lbs","DePaul","USA","393"
"RogerStrickland","WAS","16","F","6-5","200 lbs","Jacksonville","USA","78270"
"JohnStroeder","MIL","25","F","6-10","260 lbs","Montana","USA","78271"
"DerekStrong","ORL","30","F","6-9","240 lbs","Xavier","USA","400"
"LamontStrothers","DAL","10","G","6-4","190 lbs","Christopher Newport","USA","78273"
"JohnStroud","HOU","42","F","6-7","215 lbs","Mississippi","USA","78274"
"MaxStrus","MIA","31","G-F","6-5","215 lbs","DePaul","USA","1629622"
"RodneyStuckey","DET","2","G","6-5","205 lbs","Eastern Washington","USA","201155"
"GeneStump","BOS","13","F","6-2","185 lbs","DePaul","USA","78275"
"StanStutz","NYK","7","G","5-10","170 lbs","Rhode Island","USA","78276"
"JalenSuggs","ORL","4","G","6-5","205 lbs","Gonzaga","USA","1630591"
"GarySuiter","CLE","40","C","6-9","225 lbs","Midwestern State","USA","78277"
"JaredSullinger","BOS","7","C-F","6-9","260 lbs","Ohio State","USA","203096"
"DaJuanSummers","DET","35","F","6-8","240 lbs","Georgetown","USA","201969"
"EdmondSumner","BKN","4","G","6-4","196 lbs","Xavier","USA","1628410"
"BarrySumpter","LAC","51","F","6-11","215 lbs","Austin Peay","USA","78654"
"YueSun","LAL","9","G","6-9","205 lbs","Beijing","China","201180"
"DonSunderlage","ATL","18","G","6-1","180 lbs","Illinois","USA","78278"
"BrunoSundov","IND","14","C","7-2","260 lbs","Split","Croatia","1743"
"JonSundvold","SAS","20","G","6-2","170 lbs","Missouri","USA","78279"
"BobSura","CLE","3","G","6-5","200 lbs","Florida State","USA","682"
"DickSurhoff","ATL","6","F","6-4","210 lbs","Long Island-Brooklyn","USA","78280"
"DaneSuttle","SAC","2","G","6-3","190 lbs","Pepperdine","USA","78281"
"GregSutton","CHA","20","G","6-2","185 lbs","Oral Roberts","USA","357"
"BennieSwain","BOS","16","F","6-8","220 lbs","Texas Southern","USA","78283"
"CalebSwanigan","POR","50","F","6-9","260 lbs","Purdue","USA","1628403"
"NormSwanson","SAC","12","F","6-6","210 lbs","Detroit","USA","78284"
"DanSwartz","BOS","12","F","6-4","215 lbs","Morehead State","USA","78285"
"MichaelSweetney","NYK","50","F","6-8","270 lbs","Georgetown","USA","2552"
"ColeSwider","LAL","","F","6-9","220 lbs","Syracuse","USA","1631306"
"RobertSwift","OKC","31","C","7-1","270 lbs","Bakersfield HS (CA)","USA","2741"
"StromileSwift","MEM","4","F-C","6-10","220 lbs","Louisiana State","USA","2031"
"AaronSwinson","PHX","4","F","6-5","230 lbs","Auburn","USA","78286"
"CraigSword","WAS","","G","6-3","196 lbs","Mississippi State","USA","1628591"
"PapeSy","ATL","19","F-G","6-7","225 lbs","Le Havre","France","202377"
"WallaceSydnor","CHS","","G","5-10","175 lbs","Western Kentucky","USA","78287"
"KeiferSykes","IND","28","G","5-11","167 lbs","Wisc.-Green Bay","USA","1626208"
"LarrySykes","BOS","54","F","6-9","255 lbs","Xavier","USA","1132"
"BrettSzabo","BOS","43","C","6-11","230 lbs","Augustana (SD)","USA","1136"
"WallySzczerbiak","MIN","10","G-F","6-7","240 lbs","Miami (Ohio)","USA","1887"
"ZanTabak","TOR","55","C","7-0","257 lbs","Olimpia Milino","Croatia","440"
"YutaTabuse","PHX","1","G","5-9","165 lbs","Brigham Young-Hawaii","USA","2657"
"ChrisTaft","GSW","21","F","6-10","261 lbs","Pittsburgh","USA","101147"
"SidTannenbaum","NYK","6","G","6-0","160 lbs","New York University","USA","78291"
"DraganTarlac","CHI","12","C-F","6-11","270 lbs","Olympiacos","Serbia","1434"
"RoyTarpley","DAL","42","F","7-0","230 lbs","Michigan","USA","78293"
"Jae'SeanTate","HOU","8","F","6-4","230 lbs","Ohio State","USA","1630256"
"EarlTatum","LAL","43","G","6-4","185 lbs","Marquette","USA","78294"
"JaysonTatum","BOS","0","F-G","6-8","210 lbs","Duke","USA","1628369"
"EdyTavares","ATL","40","C","7-3","265 lbs","Gran Canaria","Cabo Verde","204002"
"AnthonyTaylor","MIA","3","G","6-4","175 lbs","Oregon","USA","78295"
"BrianTaylor","LAC","14","G","6-2","185 lbs","Princeton","USA","78296"
"DonellTaylor","WAS","21","G","6-5","193 lbs","Alabama-Birmingham","USA","101182"
"FredTaylor","PHX","23","G","6-5","180 lbs","Texas-Pan American","USA","78298"
"IsaiahTaylor","ATL","22","G","6-3","170 lbs","Texas-Austin","USA","1627819"
"JayTaylor","BKN","24","F","6-3","190 lbs","Eastern Illinois","USA","78297"
"JeffTaylor","HOU","","G","6-4","175 lbs","Texas Tech","USA","78299"
"JefferyTaylor","CHA","44","F","6-7","225 lbs","Vanderbilt","Sweden","203106"
"JermaineTaylor","HOU","8","G","6-4","210 lbs","Central Florida","USA","201966"
"JohnnyTaylor","DEN","23","F","6-9","220 lbs","Tennessee-Chattanooga","USA","1511"
"LeonardTaylor","GSW","44","F","6-8","220 lbs","California","USA","78301"
"MauriceTaylor","HOU","2","F","6-9","265 lbs","Michigan","USA","1508"
"MikeTaylor","LAC","4","G","6-2","165 lbs","Iowa State","USA","201446"
"RolandTaylor","DEN","","G","6-0","175 lbs","La Salle","USA","78302"
"TerryTaylor","IND","21","F","6-5","230 lbs","Austin Peay","USA","1630678"
"TyshawnTaylor","BKN","41","G","6-3","185 lbs","Kansas","USA","203116"
"VinceTaylor","NYK","8","G","6-5","180 lbs","Duke","USA","78303"
"TerryTeagle","GSW","10","G","6-5","195 lbs","Baylor","USA","78304"
"JeffTeague","ATL","5","G","6-3","195 lbs","Wake Forest","USA","201952"
"MarquisTeague","CHI","20","G","6-2","189 lbs","Kentucky","USA","203104"
"MirzaTeletovic","BKN","35","F","6-9","245 lbs","","Bosnia and Herzegovina","203141"
"SebastianTelfair","MIN","13","G","6-0","170 lbs","Abraham Lincoln HS (NY)","USA","2742"
"GarrettTemple","NOP","41","G-F","6-5","195 lbs","Louisiana State","USA","202066"
"MilosTeodosic","LAC","4","G","6-5","196 lbs","CSKA Moscow","Serbia","1628462"
"IraTerrell","PHX","34","F","6-8","200 lbs","Southern Methodist","USA","78305"
"JaredTerrell","MIN","3","G","6-3","227 lbs","Rhode Island","USA","1629123"
"CarlosTerry","WAS","12","G","6-4","210 lbs","Winston-Salem State","USA","78307"
"ChuckTerry","MIL","12","G","6-6","215 lbs","Long Beach State","USA","78306"
"ClaudeTerry","ATL","12","G","6-5","195 lbs","Stanford","USA","78308"
"DalenTerry","CHI","25","F","6-7","195 lbs","Arizona","USA","1631207"
"EmanuelTerry","PHX","10","F","6-9","220 lbs","Lincoln Memorial","USA","1629150"
"JasonTerry","DAL","3","G","6-2","185 lbs","Arizona","USA","1891"
"TyrellTerry","MEM","3","G","6-2","160 lbs","Stanford","USA","1630179"
"JonTeske","MEM","15","C","7-1","265 lbs","Michigan","USA","1630257"
"HasheemThabeet","MEM","34","C","7-3","263 lbs","Connecticut","Tanzania","201934"
"TomThacker","SAC","12","G","6-2","170 lbs","Cincinnati","USA","78309"
"DanielTheis","IND","27","F-C","6-9","245 lbs","Brose Bamberg","Germany","1628464"
"ReggieTheus","CHI","24","G","6-6","190 lbs","UNLV","USA","78310"
"PeterThibeaux","GSW","7","F","6-7","210 lbs","St. Mary's (CA)","USA","78311"
"BillThieben","DET","9","F","6-6","215 lbs","Hofstra","USA","78312"
"JustusThigpen","DET","23","G","6-1","160 lbs","Weber State","USA","78313"
"DavidThirdkill","BOS","45","F","6-7","195 lbs","Bradley","USA","78314"
"AdonisThomas","ORL","7","G-F","6-7","240 lbs","Memphis","USA","203519"
"BillyThomas","BKN","12","G","6-5","220 lbs","Kansas","USA","2873"
"BrodricThomas","BOS","97","G","6-5","185 lbs","Truman State","USA","1630271"
"CamThomas","BKN","24","G","6-3","210 lbs","Louisiana State","Japan","1630560"
"CarlThomas","CLE","30","G","6-4","195 lbs","Eastern Michigan","USA","1063"
"CharlesThomas","DET","14","G","6-3","175 lbs","Eastern Michigan","USA","78316"
"EtanThomas","WAS","36","C","6-10","260 lbs","Syracuse","USA","2041"
"IrvingThomas","LAL","30","F","6-8","225 lbs","Florida State","USA","78317"
"IsaiahThomas","CHA","4","G","5-9","185 lbs","Washington","USA","202738"
"IsiahThomas","DET","11","G","6-1","180 lbs","Indiana","USA","78318"
"JamelThomas","BKN","5","F","6-6","219 lbs","Providence","USA","1975"
"JamesThomas","PHI","","F","6-9","245 lbs","Texas-Austin","USA","2839"
"JimThomas","IND","20","G","6-3","190 lbs","Indiana","USA","78320"
"JoeThomas","PHX","40","F","6-6","205 lbs","Marquette","USA","78321"
"JohnThomas","TOR","41","C","6-9","265 lbs","Minnesota","USA","1519"
"KennyThomas","HOU","9","F","6-7","245 lbs","New Mexico","USA","1903"
"KhyriThomas","DET","13","G","6-3","210 lbs","Creighton","USA","1629017"
"KurtThomas","NYK","40","C-F","6-9","230 lbs","TCU","USA","703"
"LanceThomas","NYK","42","F","6-8","225 lbs","Duke","USA","202498"
"MalcolmThomas","PHI","22","F","6-9","225 lbs","San Diego State","USA","202952"
"MattThomas","CHI","21","G","6-3","190 lbs","Iowa State","USA","1629744"
"TerryThomas","DET","50","F","6-8","220 lbs","Detroit","USA","78322"
"TimThomas","MIL","7","F","6-10","240 lbs","Villanova","USA","1501"
"TyrusThomas","CHI","12","F","6-10","225 lbs","Louisiana State","USA","200748"
"TreyThompkins","LAC","33","F","6-10","245 lbs","Georgia","USA","202717"
"BernardThompson","PHX","25","G","6-6","210 lbs","Fresno State","USA","78323"
"BillyThompson","MIA","55","F","6-7","195 lbs","Louisville","USA","1631"
"BrooksThompson","ORL","6","G","6-4","193 lbs","Oklahoma State","USA","240"
"CornyThompson","DAL","25","F","6-8","225 lbs","Connecticut","USA","78325"
"DavidThompson","DEN","33","G","6-4","195 lbs","North Carolina State","USA","78326"
"DijonThompson","PHX","","G-F","6-8","200 lbs","UCLA","USA","101159"
"GeorgeThompson","MIL","24","G","6-2","200 lbs","Marquette","USA","78327"
"HollisThompson","PHI","31","G-F","6-8","206 lbs","Georgetown","USA","203138"
"JasonThompson","SAC","1","F-C","6-11","250 lbs","Rider University","USA","201574"
"JohnThompson","BOS","5","F","6-10","225 lbs","Providence","USA","78328"
"KevinThompson","POR","35","C","6-11","260 lbs","North Carolina State","USA","78329"
"KlayThompson","GSW","11","G","6-6","220 lbs","Washington State","USA","202691"
"LaSalleThompson","SAC","41","C-F","6-10","260 lbs","Texas-Austin","USA","78"
"MychalThompson","POR","43","C","6-10","226 lbs","Minnesota","USA","78331"
"MychelThompson","CLE","21","F","6-6","211 lbs","Pepperdine","USA","202814"
"PaulThompson","CLE","44","G","6-6","210 lbs","Tulane","USA","78332"
"StephenThompson","SAC","5","F","6-4","185 lbs","Syracuse","USA","78333"
"TristanThompson","CHI","3","C-F","6-9","254 lbs","Texas-Austin","Canada","202684"
"JTThor","CHA","21","F","6-9","203 lbs","Auburn","USA","1630550"
"RodThorn","OKC","44","G","6-4","195 lbs","West Virginia","USA","78335"
"AlThornton","LAC","23","F","6-8","235 lbs","Florida State","USA","201154"
"BobThornton","PHI","34","F","6-10","225 lbs","California-Irvine","USA","738"
"MarcusThornton","SAC","15","F-G","6-4","205 lbs","Louisiana State","USA","201977"
"SindariusThornwell","LAC","15","G","6-4","215 lbs","South Carolina","USA","1628414"
"OtisThorpe","HOU","52","C-F","6-10","248 lbs","Providence","USA","901"
"SedaleThreatt","LAL","2","G","6-2","185 lbs","West Virginia Tech","USA","9"
"NateThurmond","GSW","42","C","6-11","225 lbs","Bowling Green","USA","600001"
"MelThurston","PRO","","G","6-0","175 lbs","Canisius","USA","78340"
"MatisseThybulle","PHI","22","G-F","6-5","201 lbs","Washington","USA","1629680"
"HowardTidrick","BAL","","","","","Washington & Jefferson","USA","78341"
"DanTieman","SAC","41","G","6-0","185 lbs","Thomas More","USA","78342"
"KillianTillie","MEM","35","F-C","6-9","220 lbs","Gonzaga","France","1629681"
"DarrenTillis","GSW","22","C","6-11","215 lbs","Cleveland State","USA","78343"
"JustinTillman","DEN","","F","6-8","220 lbs","Virginia Commonwealth","USA","1629460"
"XavierTillman Sr.","MEM","2","F","6-8","245 lbs","Michigan State","USA","1630214"
"JackTingle","WAS","","F","6-4","205 lbs","Kentucky","USA","78344"
"JamaalTinsley","IND","6","G","6-3","197 lbs","Iowa State","USA","2224"
"WaymanTisdale","SAC","23","F","6-9","260 lbs","Oklahoma","USA","47"
"MikeTobey","CHA","10","C","7-0","260 lbs","Virginia","USA","1627861"
"IsaiahTodd","WAS","14","F","6-9","219 lbs","NBA G League Ignite","USA","1630225"
"MarkoTodorovich","ATL","19","F","6-5","220 lbs","Wyoming","USA","78346"
"RayTolbert","OKC","44","F","6-9","225 lbs","Indiana","USA","78348"
"TomTolbert","GSW","39","F","6-7","235 lbs","Arizona","USA","78347"
"AnthonyTolliver","DET","43","F","6-8","240 lbs","Creighton","USA","201229"
"DeanTolson","OKC","20","F","6-8","190 lbs","Arkansas","USA","78349"
"RudyTomjanovich","HOU","45","F","6-8","218 lbs","Michigan","USA","78350"
"AndrewToney","PHI","22","G","6-3","178 lbs","Louisiana-Lafayette","USA","78351"
"SedricToney","ATL","4","G","6-2","178 lbs","Dayton","USA","78352"
"AndyTonkovich","PRO","","G","6-1","185 lbs","Marshall","USA","78353"
"AndyToolson","UTA","5","F","6-6","210 lbs","Brigham Young","USA","342"
"JackToomay","DN","","C","6-6","215 lbs","Pacific","USA","78355"
"BernardToone","PHI","3","F","6-9","210 lbs","Marquette","USA","78356"
"ObiToppin","NYK","1","F","6-9","220 lbs","Dayton","USA","1630167"
"IrvTorgoff","WAS","","F","6-1","192 lbs","Long Island-Brooklyn","USA","78357"
"GeneTormohlen","ATL","34","C","6-8","230 lbs","Tennessee","USA","78358"
"OscarTorres","HOU","18","G-F","6-6","210 lbs","Trotamundos","Venezuela","2351"
"JuanToscano-Anderson","LAL","95","F","6-6","209 lbs","Marquette","USA","1629308"
"BillTosheff","INO","9","G","6-1","175 lbs","Indiana","USA","78359"
"BobTough","DET","20","G","6-0","185 lbs","St. John's","USA","78360"
"AxelToupane","DEN","66","G-F","6-7","210 lbs","","France","1626253"
"MonteTowe","DEN","13","G","5-7","150 lbs","North Carolina State","USA","78361"
"KeithTower","LAC","51","C","6-11","250 lbs","Notre Dame","USA","700"
"WilliamTowery","BAL","","C","6-4","210 lbs","Western Kentucky","USA","78363"
"LintonTownes","POR","2","F","6-7","190 lbs","James Madison","USA","78364"
"Karl-AnthonyTowns","MIN","32","C-F","6-11","248 lbs","Kentucky","USA","1626157"
"RaymondTownsend","GSW","11","G","6-3","175 lbs","UCLA","USA","78365"
"GeorgeTrapp","DET","31","F","6-8","205 lbs","Long Beach State","USA","78366"
"JohnTrapp","HOU","31","F","6-7","210 lbs","UNLV","USA","78367"
"RobertTraylor","CLE","32","F-C","6-8","284 lbs","Michigan","USA","1714"
"GaryTrent","MIN","20","F","6-8","250 lbs","Ohio","USA","718"
"GaryTrent Jr.","TOR","33","G-F","6-5","209 lbs","Duke","USA","1629018"
"JeffTrepagnier","DEN","4","G","6-4","200 lbs","Southern California","USA","2244"
"JohnTresvant","WAS","12","F","6-7","215 lbs","Seattle","USA","78651"
"AllonzoTrier","NYK","14","G","6-5","200 lbs","Arizona","USA","1629019"
"DickTriptow","DET","28","G","6-0","170 lbs","DePaul","USA","78368"
"KellyTripucka","DET","7","F","6-6","220 lbs","Notre Dame","USA","78369"
"CezaryTrybanski","MEM","14","C","7-2","240 lbs","Znicz Pruszkow","Poland","2456"
"JakeTsakalidis","PHX","25","C","7-2","290 lbs","AEK Athens","Greece","2054"
"JohnTschogl","ATL","26","F","6-6","206 lbs","California-Santa Barbara","USA","78370"
"LouTsioropoulos","BOS","20","F","6-5","190 lbs","Kentucky","USA","78371"
"NikolozTskitishvili","DEN","15","F","7-0","225 lbs","Benetton Treviso","Georgia","2401"
"AlTucker","OKC","35","F","6-8","190 lbs","Oklahoma Baptist","USA","78372"
"AlandoTucker","PHX","29","F","6-6","205 lbs","Wisconsin","USA","201169"
"AnthonyTucker","WAS","21","F","6-8","220 lbs","Wake Forest","USA","141"
"JimTucker","PHI","17","F","6-7","185 lbs","Duquesne","USA","78374"
"P.J.Tucker","PHI","17","F","6-5","245 lbs","Texas-Austin","USA","200782"
"RayjonTucker","MIL","59","G","6-3","209 lbs","Arkansas-Little Rock","USA","1629730"
"TrentTucker","NYK","6","G","6-5","193 lbs","Minnesota","USA","78375"
"RonnyTuriaf","LAL","32","C","6-10","241 lbs","Gonzaga","France","101142"
"MirsadTurkcan","MIL","6","F","6-9","216 lbs","Efes Pilsen","Turkey","1726"
"HedoTurkoglu","ORL","15","F","6-10","220 lbs","Efes Pilsen","Turkey","2045"
"AndreTurner","WAS","1","G","5-11","160 lbs","Memphis","USA","78377"
"BillTurner","GSW","34","F","6-7","220 lbs","Akron","USA","78385"
"ElstonTurner","DEN","21","G","6-5","190 lbs","Mississippi","USA","78378"
"EvanTurner","PHI","1","G-F","6-6","220 lbs","Ohio State","USA","202323"
"HenryTurner","SAC","9","G","6-7","200 lbs","California State-Fullerton","USA","78379"
"JackTurner","NYK","16","G","6-4","170 lbs","Western Kentucky","USA","78380"
"JackTurner","WAS","","G","6-5","200 lbs","Louisville","USA","78382"
"JeffTurner","ORL","31","F","6-9","230 lbs","Vanderbilt","USA","78381"
"JohnTurner","HOU","40","F","6-8","245 lbs","Phillips","USA","1819"
"MylesTurner","IND","33","C-F","6-11","250 lbs","Texas-Austin","USA","1626167"
"WayneTurner","BOS","5","G","6-2","190 lbs","Kentucky","USA","1943"
"MelTurpin","CLE","50","C","6-11","240 lbs","Kentucky","USA","78386"
"DaveTwardzik","POR","13","G","6-1","175 lbs","Old Dominion","USA","78387"
"JackTwyman","SAC","27","F","6-6","210 lbs","Cincinnati","USA","78388"
"B.J.Tyler","PHI","1","G","6-1","185 lbs","Texas-Austin","USA","189"
"JeremyTyler","GSW","4","F","6-10","250 lbs","Tokyo Apache","USA","202719"
"TerryTyler","DET","41","F","6-7","215 lbs","Detroit","USA","78390"
"CharlieTyra","NYK","14","C","6-8","230 lbs","Louisville","USA","78391"
"EdwinUbiles","WAS","1","F-G","6-6","204 lbs","Siena","Puerto Rico","202775"
"EkpeUdoh","MIL","33","C-F","6-10","245 lbs","Baylor","USA","202327"
"ImeUdoka","SAS","3","G-F","6-5","220 lbs","Portland State","USA","2137"
"BenoUdrih","SAC","19","G","6-3","205 lbs","","Slovenia","2757"
"RokoUkic","TOR","1","G","6-5","183 lbs","Virtus Roma","Croatia","101146"
"TylerUlis","PHX","8","G","5-10","160 lbs","Kentucky","USA","1627755"
"WesUnseld","WAS","41","C","6-7","245 lbs","Louisville","USA","78392"
"HalUplinger","BAL","","G","6-4","185 lbs","Long Island-Brooklyn","USA","78393"
"KelvinUpshaw","DAL","5","G","6-2","180 lbs","Utah","USA","78394"
"JarrodUthoff","DAL","7","F","6-9","220 lbs","Iowa","USA","1627784"
"BenUzoh","BKN","18","G","6-3","205 lbs","Tulsa","USA","202386"
"RobertVaden","OKC","30","G-F","6-5","205 lbs","Alabama-Birmingham","USA","201987"
"JonasValanciunas","NOP","17","C","6-11","265 lbs","Lietuvos rytas Vilnius","Lithuania","202685"
"DarnellValentine","POR","1","G","6-2","183 lbs","Kansas","USA","78395"
"DenzelValentine","UTA","45","G","6-4","220 lbs","Michigan State","USA","1627756"
"RonValentine","DEN","42","F","6-7","210 lbs","Old Dominion","USA","78396"
"JohnVallely","ATL","33","G","6-3","185 lbs","UCLA","USA","78397"
"DickVan Arsdale","PHX","5","G","6-5","210 lbs","Indiana","USA","78398"
"TomVan Arsdale","SAC","4","F","6-5","202 lbs","Indiana","USA","78399"
"ButchVan Breda Kolff","NYK","17","G-F","6-3","185 lbs","New York University","USA","78401"
"JanVan Breda Kolff","BKN","22","F","6-7","195 lbs","Vanderbilt","USA","78400"
"NickVan Exel","LAL","31","G","6-1","190 lbs","Cincinnati","USA","89"
"KeithVan Horn","BKN","2","F","6-10","245 lbs","Utah","USA","1496"
"NormVan Lier","CHI","4","G","6-1","173 lbs","St. Francis (PA)","USA","78406"
"FredVanVleet","TOR","23","G","6-1","197 lbs","Wichita State","USA","1627832"
"GeneVance","CHS","11","G","6-3","195 lbs","Illinois","USA","78402"
"LogVander Velden","LAC","25","F","6-8","215 lbs","Wisconsin-Green Bay","USA","78403"
"JarredVanderbilt","UTA","8","F","6-9","214 lbs","Kentucky","USA","1629020"
"ErnieVandeweghe","NYK","18","F","6-3","195 lbs","Colgate","USA","78405"
